SourceCode,SourceDescription,SourceTermStatus,TargetSourceCode,TargetDescription,TargetTermStatus,TargetDomain,IsRestricted,Source Archetype ID,Source Archetype Node ID,Source Archetype Path,Source Archetype Reference Node ID
1123,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Admin_entry.travel_event.v0.0.1-alpha,id17,/data[id11]/items[id17],
1129,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Admin_entry.travel_event.v0.0.1-alpha,id23,/data[id23],
1143,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Assessment.advance_care_directive.v2.0.1,id7,/data[id7],
1170,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Assessment.alcohol_consumption_summary.v1.0.6,id44,/data[id44],
1183,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Assessment.alcohol_consumption_summary.v1.0.6,id54,/data[id65]/items[id30]/items[id54],
1223,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Assessment.art_cycle_summary.v1.0.0,id66,/data[id58]/items[id66],
1225,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Assessment.art_cycle_summary.v1.0.0,id6,/data[id6],
1245,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Assessment.breast_feeding_summary.v0.0.1-alpha,id7,/data[id7],
1247,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Assessment.breast_feeding_summary.v0.0.1-alpha,id10,/data[id8]/items[id10],
1255,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Assessment.cause_of_death.v1.0.1,id20,/data[id20],
1270,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Assessment.communication_capability.v1.0.0,id3,/data[id3],
1279,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Assessment.contraceptive_summary.v1.0.0,id54,/data[id30]/items[id54],
1285,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Assessment.contraceptive_summary.v1.0.0,id31,/data[id30]/items[id65]/items[id31],
1291,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Assessment.contraceptive_summary.v1.0.0,id44,/data[id44],
1325,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Assessment.device_summary.v0.0.1-alpha,id16,/data[id16],
1332,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Assessment.device_summary.v0.0.1-alpha,id15,/data[id23]/items[id15],
1341,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Assessment.education_summary.v1.0.2,id19,/data[id19],
1349,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Assessment.ethnicity.v1.1.3,id3,/data[id3],
1358,Description,Active,89793-4,Event description,Active,General,False,s2-EHR-Assessment.exposure.v0.0.1-alpha,id14,/data[id11]/items[id14],
1360,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Assessment.exposure.v0.0.1-alpha,id4,/data[id4],
1367,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Assessment.family_history.v2.0.5-alpha,id31,/data[id29]/items[id31],
1395,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Assessment.financial_summary.v1.0.0,id3,/data[id3],
1403,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Assessment.food_nutrition_summary.v0.0.1-alpha,id12,/data[id12],
1412,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Assessment.gambling_summary.v0.0.1-alpha,id3,/data[id3],
1449,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Assessment.health_risk.v1.1.8,id15,/data[id17]/items[id15],
1466,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Assessment.infant_feeding.v0.0.1-alpha,id3,/data[id3],
1496,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Assessment.last_menstrual_period.v1.0.0,id8,/data[id8],
1502,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Assessment.living_arrangement.v0.0.1-alpha,id4,/data[id4],
1525,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Assessment.medication_summary.v1.0.1,id15,/data[id9]/items[id15],
1537,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Assessment.menstruation_summary.v1.1.1,id14,/data[id11]/items[id14],
1544,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Assessment.menstruation_summary.v1.1.1,id26,/data[id26],
1556,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Assessment.obstetric_summary.v1.0.1,id26,/data[id26],
1568,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Assessment.occupation_summary.v1.0.2,id3,/data[id3],
1575,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Assessment.physical_activity_summary.v0.0.1-alpha,id4,/data[id4],
1583,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Assessment.physical_appearance.v0.0.1-alpha,id3,/data[id3],
1633,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Assessment.pregnancy_summary.v0.0.1-alpha,id65,/data[id29]/items[id62]/items[id65],
1637,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Assessment.pregnancy_summary.v0.0.1-alpha,id69,/data[id66]/items[id69],
1669,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Assessment.sexual_health_summary.v0.0.1-alpha,id13,/data[id13],
1682,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Assessment.smokeless_tobacco_summary.v1.0.0,id54,/data[id30]/items[id54],
1694,description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Assessment.smokeless_tobacco_summary.v1.0.0,id44,/data[id44],
1706,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Assessment.social_network.v1.0.1,id16,/data[id16],
1735,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Assessment.specimen_summary.v1.1.0,id32,/data[id32],
1750,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Assessment.substance_use_summary.v0.0.1-alpha,id19,/data[id13]/items[id19],
1758,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Assessment.substance_use_summary.v0.0.1-alpha,id38,/data[id13]/items[id34]/items[id38],
1765,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Assessment.substance_use_summary.v0.0.1-alpha,id8,/data[id8],
1776,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Assessment.tobacco_smoking_summary.v1.1.1-alpha,id54,/data[id30]/items[id54],
1788,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Assessment.tobacco_smoking_summary.v1.1.1-alpha,id44,/data[id44],
2109,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Direct_observation.ecg_result.v1.0.4,id99,/data[id28]/items[id99],
2156,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Direct_observation.embryo_assessment.v1.0.0,id35,/data[id35],
2178,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Direct_observation.exam.v1.1.3,id5,/data[id5],
2231,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Direct_observation.Fetal_movement.v0.0.1-alpha,id29,/data[id29],
2397,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Direct_observation.medication_statement.v0.0.1-alpha,id33,/data[id33],
2791,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Node.anatomical_location_circle.v1.0.1,id24,/items[id24],
2808,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Node.anatomical_location_relative.v2.0.1,id24,/items[id24],
2812,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Node.anatomical_location.v1.2.2,id24,/items[id24],
2855,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Node.birth_detail.v0.0.1-alpha,id2,/items[id2],
2875,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Node.cessation_attempts.v0.0.1-alpha,id5,/items[id5],
2896,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Node.citation.v0.0.1-alpha,id5,/items[id5],
2913,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Node.country_visited.v0.0.1-alpha,id5,/items[id5],
2918,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Node.crowding.v0.0.1-alpha,id5,/items[id5],
2932,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Node.delay_details.v0.0.1-alpha,id7,/items[id7],
3115,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Node.ear_cleaning.v0.0.1-alpha,id10,/items[id10],
3128,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Node.education_record.v1.0.1,id9,/items[id9],
3217,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Node.exam_wound.v0.0.1-alpha,id25,/items[id15]/items[id25],
3473,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Node.financial_record.v0.0.1-alpha,id4,/items[id4],
3592,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Node.health_event.v0.0.1-alpha,id3,/items[id3],
3612,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Node.housing_record.v1.0.0,id17,/items[id17],
3729,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Node.information_resource.v1.0.1,id6,/items[id6],
3738,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Node.inspection_body_fluid-urine.v0.0.1-alpha,id4.1,/items[id4.1],
3745,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Node.inspection_body_fluid.v0.0.1-alpha,id4,/items[id4],
3765,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Node.issue.v0.0.1-alpha,id3,/items[id3],
3829,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Node.lymph_node_metastases.v0.0.1-alpha,id41,/items[id41],
3849,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Node.media_file.v1.0.2,id6,/items[id6],
3875,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Node.medication.v2.0.1,id134,/items[id134],
3946,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Node.microscopy_breast_carcinoma.v1.0.0,id57,/items[id61]/items[id57],
3959,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Node.microscopy_breast_carcinoma.v1.0.0,id132,/items[id65]/items[id129]/items[id132],
4010,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Node.microscopy_prostate_carcinoma.v0.0.1-alpha,id221,/items[id180]/items[id221],
4013,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Node.microscopy_prostate_carcinoma.v0.0.1-alpha,id248,/items[id182]/items[id248],
4041,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Node.occupation_record.v1.1.0,id17,/items[id17],
4122,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Node.procedure_preparation.v0.0.1-alpha,id9,/items[id9],
4197,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Node.specimen_container.v1.0.0,id14,/items[id14],
4216,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Node.specimen_processing.v1.0.0,id90,/items[id90],
4265,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Node.symptom_sign.v2.1.0,id186,/items[id166]/items[id186],
4272,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Node.symptom_sign.v2.1.0,id57,/items[id19]/items[id57],
4277,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Node.symptom_sign.v2.1.0,id197,/items[id191]/items[id197],
4282,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Node.symptom_sign.v2.1.0,id3,/items[id3],
4370,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Node.tumour_invasion.v0.0.1-alpha,id13,/items[id13],
4375,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Node.tumour_resection_margins.v0.0.1-alpha,id11,/items[id11],
4402,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Order.care_plan_request.v0.0.1-alpha,id8,/activities[id2]/description[id8],
4414,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Order.informed_consent_request.v0.0.1-alpha,id17,/activities[id3]/description[id17],
4421,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Order.informed_consent_request.v0.0.1-alpha,id22,/qualifiers[id20]/items[id22],
4471,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Order.notification.v0.0.1-alpha,id5,/activities[id2]/description[id5],
4489,Description,Active,1c814f9b-cbe7-ee11-8869-6045bdc71c8b,Description,Active,General,False,s2-EHR-Order.supplemental_oxygen_order.v0.0.1-alpha,id42,/activities[id2]/description[id42],
1103,Destination category,Active,104913-9,Transfer destination category Narrative,Active,General,False,s2-EHR-Admin_entry.episode_institution.v0.0.1-alpha,id4,/data[id4],
1110,Destination category,Active,104913-9,Transfer destination category Narrative,Active,General,False,s2-EHR-Admin_entry.transfer_of_care.v0.0.1-alpha,id4,/data[id4],
1020,Device,Active,74720-4,Device name {Device} ID Pt Nom,Active,General,False,s2-EHR-Action.medication.v1.2.2,id145,/description[id141]/items[id145],s2-EHR-Node.device.v1.1.2
1934,Device,Active,74720-4,Device name {Device} ID Pt Nom,Active,General,False,s2-EHR-Direct_observation.auditory_brainstem_response_result.v0.0.1-alpha,id62,/qualifiers[id62],s2-EHR-Node.device.v1.1.2
1973,Device,Active,74720-4,Device name {Device} ID Pt Nom,Active,General,False,s2-EHR-Direct_observation.body_segment_area.v1.0.2,id16,/qualifiers[id16],s2-EHR-Node.device.v1.1.2
1984,Device,Active,74720-4,Device name {Device} ID Pt Nom,Active,General,False,s2-EHR-Direct_observation.body_segment_circumference.v1.0.1,id16,/qualifiers[id16],s2-EHR-Node.device.v1.1.2
1995,Device,Active,74720-4,Device name {Device} ID Pt Nom,Active,General,False,s2-EHR-Direct_observation.body_segment_discrepancy.v1.0.0,id16,/qualifiers[id16],s2-EHR-Node.device.v1.1.2
2005,Device,Active,74720-4,Device name {Device} ID Pt Nom,Active,General,False,s2-EHR-Direct_observation.body_segment_length.v1.1.1,id16,/qualifiers[id16],s2-EHR-Node.device.v1.1.2
2017,Device,Active,74720-4,Device name {Device} ID Pt Nom,Active,General,False,s2-EHR-Direct_observation.body_surface_area.v1.1.3,id9,/qualifiers[id9],s2-EHR-Node.device.v1.1.2
2023,Device,Active,74720-4,Device name {Device} ID Pt Nom,Active,General,False,s2-EHR-Direct_observation.body_temperature.v2.1.5,id60,/qualifiers[id60],s2-EHR-Node.device.v1.1.2
2030,Device,Active,74720-4,Device name {Device} ID Pt Nom,Active,General,False,s2-EHR-Direct_observation.body_weight.v2.1.6,id21,/qualifiers[id21],s2-EHR-Node.device.v1.1.2
2037,Device,Active,74720-4,Device name {Device} ID Pt Nom,Active,General,False,s2-EHR-Direct_observation.capillary_refill.v1.0.0,id38,/qualifiers[id38],s2-EHR-Node.device.v1.1.2
2043,Device,Active,74720-4,Device name {Device} ID Pt Nom,Active,General,False,s2-EHR-Direct_observation.chest_circumference.v0.0.1-alpha,id7,/qualifiers[id7],s2-EHR-Node.device.v1.1.2
2160,Device,Active,74720-4,Device name {Device} ID Pt Nom,Active,General,False,s2-EHR-Direct_observation.embryo_assessment.v1.0.0,id6,/qualifiers[id6],s2-EHR-Node.device.v1.1.2
2180,Device,Active,74720-4,Device name {Device} ID Pt Nom,Active,General,False,s2-EHR-Direct_observation.exam.v1.1.3,id11,/qualifiers[id11],s2-EHR-Node.device.v1.1.2
2223,Device,Active,74720-4,Device name {Device} ID Pt Nom,Active,General,False,s2-EHR-Direct_observation.fetal_heart.v0.0.1-alpha,id21,/qualifiers[id21],s2-EHR-Node.device.v1.1.2
2336,Device,Active,74720-4,Device name {Device} ID Pt Nom,Active,General,False,s2-EHR-Direct_observation.head_circumference.v1.0.3,id7,/qualifiers[id7],s2-EHR-Node.device.v1.1.2
2351,Device,Active,74720-4,Device name {Device} ID Pt Nom,Active,General,False,s2-EHR-Direct_observation.height.v2.0.8,id12,/qualifiers[id12],s2-EHR-Node.device.v1.1.2
2357,Device,Active,74720-4,Device name {Device} ID Pt Nom,Active,General,False,s2-EHR-Direct_observation.hip_circumference.v1.0.0,id7,/qualifiers[id7],s2-EHR-Node.device.v1.1.2
2481,Device,Active,74720-4,Device name {Device} ID Pt Nom,Active,General,False,s2-EHR-Direct_observation.spirometry_result.v2.0.0,id31,/qualifiers[id31],s2-EHR-Node.device.v1.1.2
2506,Device,Active,74720-4,Device name {Device} ID Pt Nom,Active,General,False,s2-EHR-Direct_observation.telecommunication.v0.0.1-alpha,id10,/qualifiers[id10],s2-EHR-Node.device.v1.1.2
2594,Device,Active,74720-4,Device name {Device} ID Pt Nom,Active,General,False,s2-EHR-Direct_observation.tympanogram_226hz.v0.0.1-alpha,id54,/qualifiers[id54],s2-EHR-Node.device.v1.1.2
2677,Device,Active,74720-4,Device name {Device} ID Pt Nom,Active,General,False,s2-EHR-Direct_observation.tympanogram_hf.v0.0.1-alpha,id54,/qualifiers[id54],s2-EHR-Node.device.v1.1.2
2700,Device,Active,74720-4,Device name {Device} ID Pt Nom,Active,General,False,s2-EHR-Direct_observation.waist_circumference.v1.0.3,id7,/qualifiers[id7],s2-EHR-Node.device.v1.1.2
2739,Device,Active,74720-4,Device name {Device} ID Pt Nom,Active,General,False,s2-EHR-Imaging.imaging_exam_result.v1.1.1,id70,/qualifiers[id70],s2-EHR-Node.device.v1.1.2
2754,Device,Active,74720-4,Device name {Device} ID Pt Nom,Active,General,False,s2-EHR-Lab_result.lab_result.v0.0.1,id10,/qualifiers[id10],
4521,Device,Active,74720-4,Device name {Device} ID Pt Nom,Active,General,False,s2-EHR-Questionnaire_response.device_screening.v0.0.1-alpha,id23,/data[id23],
4568,Device,Active,74720-4,Device name {Device} ID Pt Nom,Active,General,False,s2-EHR-Questionnaire_response.hearing_screening_result.v0.0.1-alpha,id48,/qualifiers[id48],s2-EHR-Node.device.v1.1.2
2946,Device Description,Active,104961-8,Device narrative description Narrative,Active,General,False,s2-EHR-Node.device.v1.1.2,id3,/items[id3],
1327,Device details,Active,104971-7,Medical device details,Active,General,False,s2-EHR-Assessment.device_summary.v0.0.1-alpha,id23,/data[id23],
1336,Device name,Active,74720-4,Device name {Device} ID Pt Nom,Active,General,False,s2-EHR-Assessment.device_summary.v0.0.1-alpha,id8,/data[id23]/items[id8],
2938,Device name,Active,74720-4,Device name {Device} ID Pt Nom,Active,General,False,s2-EHR-Node.device.v1.1.2,id2,/items[id2],
4524,Device name,Active,74720-4,Device name {Device} ID Pt Nom,Active,General,False,s2-EHR-Questionnaire_response.device_screening.v0.0.1-alpha,id5,/data[id23]/items[id5],
1326,Device type,Active,67715-3,Vendor device model type {Device} Type Pt Nom,Active,General,False,s2-EHR-Assessment.device_summary.v0.0.1-alpha,id21,/data[id21],
2947,Device Type,Active,66464-9,Medical device type Patient Type Pt Nom PhenX,Active,General,False,s2-EHR-Node.device.v1.1.2,id4,/items[id4],
1366,Diagnosis name,Active,29548-5,Diagnosis Patient Imp Pt Nar,Active,General,False,s2-EHR-Assessment.family_history.v2.0.5-alpha,id30,/data[id29]/items[id30],
1386,diagnosis name,Active,29308-4,Diagnosis Patient Imp Pt Nom,Active,General,False,s2-EHR-Assessment.family_history.v2.0.5-alpha,id10,/data[id4]/items[id9]/items[id10],
1648,Diagnosis name,Active,29548-5,Diagnosis Patient Imp Pt Nar,Active,General,False,s2-EHR-Assessment.problem_diagnosis.v1.3.1,id3,/data[id3],
4106,Diagnostic category,Active,104963-4,Diagnosis category,Active,General,False,s2-EHR-Node.problem_qualifier.v2.0.0,id64,/items[id64],
1655,Diagnostic certainty,Active,100303-7,Condition certainty of presence Patient Imp Pt Ord,Active,General,False,s2-EHR-Assessment.problem_diagnosis.v1.3.1,id74,/data[id74],
4104,Diagnostic status,Active,33999-4,Status {Diagnosis} Class Pt Nom,Active,General,False,s2-EHR-Node.problem_qualifier.v2.0.0,id5,/items[id5],
4207,Dimension,Active,84894-5,Dimension Specimen Len Pt Qn,Active,Lab Test,False,s2-EHR-Node.specimen_measurements.v1.0.2-alpha,id43,/items[id43],
3040,Direct antiglobulin test.IgG specific reagent RBC Imp Pt Nom,Active,1006-6,Direct antiglobulin test.IgG specific reagent RBC Imp Pt Nom,Active,Lab Test,False,s2-EHR-Node.DirectAntiglobulinTestIgGSpecificReagentImpPtRBCNomLabObs.v1.0.0,id1.1.1,/,
1259,Direct cause,Active,68343-3,Primary cause of death,Active,General,False,s2-EHR-Assessment.cause_of_death.v1.0.1,id3,/data[id3],
3242,Direction of tunnel,Active,72297-5,Tunneling clock position Wound Find Pt Nom,Active,General,False,s2-EHR-Node.exam_wound.v0.0.1-alpha,id48,/items[id46]/items[id48],
3239,Direction of undermining,Active,72294-2,Undermining clock position Wound Find Pt Nom,Active,General,False,s2-EHR-Node.exam_wound.v0.0.1-alpha,id45,/items[id42]/items[id45],
1109,Discharge date,Active,52525-3,Discharge date Patient TmStp Pt Qn,Active,General,False,s2-EHR-Admin_entry.transfer_of_care.v0.0.1-alpha,id3,/data[id3],
4436,Dispense instruction,Active,104763-8,Medication dispense instructions [Identifier],Active,General,False,s2-EHR-Order.medication_order.v3.1.0,id107,/activities[id2]/description[id130]/items[id107],
4441,Dispensing expiry date,Active,104791-9,Medication dispense expiry date Medication,Active,General,False,s2-EHR-Order.medication_order.v3.1.0,id162,/activities[id2]/description[id130]/items[id162],
2830,Disposition,Active,59775-7,Procedure disposition Patient Find Pt Nar,Active,Clinical Document,False,s2-EHR-Node.art_container_details.v0.0.1-alpha,id10,/items[id10],
2796,Distance from landmark,Active,2c089a6e-32d4-eb11-8fa2-000d3a996e40,Distance from landmark,Active,General,False,s2-EHR-Node.anatomical_location_circle.v1.0.1,id81,/items[id81],
2805,Distance from landmark,Active,2c089a6e-32d4-eb11-8fa2-000d3a996e40,Distance from landmark,Active,General,False,s2-EHR-Node.anatomical_location_relative.v2.0.1,id23,/items[id21]/items[id23],
2769,District/County,Active,104933-7,District or county Narrative,Active,General,False,s2-EHR-Node.address.v1.1.0,id4,/items[id4],
3568,DNA change,Active,48004-6,DNA change Bld/Tiss Find Pt Nom Molgen,Active,Lab Test,False,s2-EHR-Node.genomic_variant_result.v1.0.3,id12,/items[id9]/items[id12],
3567,DNA region name,Active,47999-8,DNA region name Bld/Tiss ID Pt Nom Molgen,Active,Lab Test,False,s2-EHR-Node.genomic_variant_result.v1.0.3,id11,/items[id9]/items[id11],
4445,Dosage justification,Active,104809-9,Medication dosage justification Medication Narrative,Active,General,False,s2-EHR-Order.medication_order.v3.1.0,id175,/activities[id2]/description[id175],
3064,Dose,Active,30973-2,Dose number Patient Num Pt Qn,Active,General,False,s2-EHR-Node.dosage.v2.0.2,id145,/items[id145],
2779,Duration of exposure,Active,104905-5,Duration of exposure,Active,General,False,s2-EHR-Node.adverse_reaction_event.v1.0.0,id17,/items[id17],
4433,Duration of order completed,Active,104787-7,Medication duration completed,Active,General,False,s2-EHR-Order.medication_order.v3.1.0,id51,/activities[id2]/description[id114]/items[id51],
2776,Duration of reaction,Active,104888-3,Duration of reaction,Active,General,False,s2-EHR-Node.adverse_reaction_event.v1.0.0,id10,/items[id10],
2399,Duration of use,Active,91383-0,Medication duration Patient Time Pt Qn Reported,Active,General,False,s2-EHR-Direct_observation.medication_statement.v0.0.1-alpha,id35,/data[id35],
4049,Edema,Active,44966-0,Edema Patient Find Pt Ord,Active,General,False,s2-EHR-Node.oedema.v0.0.1-alpha,id1,/,
3129,Electronic communication,Active,104902-2,Electronic communication information,Active,General,False,s2-EHR-Node.electronic_communication.v1.0.2,id1,/,
1803,Encounter Identifier,Active,75519-9,Encounter identifier,Active,General,False,s2-EHR-Composition.encounter.v1.0.0,id3,/context[id2]/other_context[id3],
