SourceCode,SourceDescription,SourceTermStatus,TargetSourceCode,TargetDescription,TargetTermStatus,TargetDomain,IsRestricted,Source Archetype ID,Source Archetype Node ID,Source Archetype path,Source Archetype reference ID,,,,,,,,
2499,IgG subclass 3 Ser MCnc Pt Qn,Active,2468-7,IgG subclass 3 Ser MCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.IgGSubclass3MCncPtSerQnLabObs.v1,id1.1.1,/,,,,,,,,,
2500,IgG subclass 4 Ser MCnc Pt Qn,Active,2469-5,IgG subclass 4 Ser MCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.IgGSubclass4MCncPtSerQnLabObs.v1,id1.1.1,/,,,,,,,,,
2501,IgM Ser/Plas MCnc Pt Qn,Active,2472-9,IgM Ser/Plas MCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.IgMMCncPtSerQnLabObs.v1,id1.1.1,/,,,,,,,,,
2502,Immunoglobulin light chains.kappa.free/Immunoglobulin light chains.lambda.free Ser MRto Pt Qn,Active,48378-4,Immunoglobulin light chains.kappa.free/Immunoglobulin light chains.lambda.free Ser MRto Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.ImmunoglobulinlightchainskappafreeImmunoglobulinlightchainslambdafreeMRtoPtSerQnLabObs.v1,id1.1.1,/,,,,,,,,,
2503,Immunoglobulin light chains.kappa.free Ser MCnc Pt Qn,Active,36916-5,Immunoglobulin light chains.kappa.free Ser MCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.ImmunoglobulinlightchainskappafreeMCncPtSerQnLabObs.v1,id1.1.1,/,,,,,,,,,
2504,Immunoglobulin light chains.kappa/Immunoglobulin light chains.lambda Ser MRto Pt Qn,Active,15189-4,Immunoglobulin light chains.kappa/Immunoglobulin light chains.lambda Ser MRto Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.ImmunoglobulinLightChainsKappaImmunoglobulinLightChainsLambdaMCrtoPtSerQnLabObs.v1,id1.1.1,/,,,,,,,,,
2505,Immunoglobulin light chains.lambda.free Ser/Plas MCnc Pt Qn,Active,33944-0,Immunoglobulin light chains.lambda.free Ser/Plas MCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.ImmunoglobulinLightChainsLambdaFreeMCncPtSerPlasQnLabObs.v1,id1.1.1,/,,,,,,,,,
2506,Immunoglobulin light chains Urine PrThr Pt Ord,Active,1928-1,Immunoglobulin light chains Urine PrThr Pt Ord,Active,Lab Test,False,s2-EHR-Info_node.ImmunoglobulinlightchainsPrThrPtUrineOrdLabObs.v1,id1.1.1,/,,,,,,,,,
2507,Indirect antiglobulin test.complement specific reagent Ser/Plas PrThr Pt Ord,Active,1003-3,Indirect antiglobulin test.complement specific reagent Ser/Plas PrThr Pt Ord,Active,Lab Test,False,s2-EHR-Info_node.IndirectantiglobulintestcomplementspecificreagentPrThrPtSerPlasOrdLabObs.v1,id1.1.1,/,,,,,,,,,
2508,Influenza virus A Ag PrThr Pt Ord,Active,31859-2,Influenza virus A Ag PrThr Pt Ord,Active,Lab Test,False,s2-EHR-Info_node.InfluenzavirusAAgPrThrPtXXXOrdLabObs.v1,id1.1.1,/,,,,,,,,,
2509,Influenza virus A+B Ag PrThr Pt Ord,Active,24015-0,Influenza virus A+B Ag PrThr Pt Ord,Active,Lab Test,False,s2-EHR-Info_node.InfluenzaVirusABAgACncPtXXXOrdLabObs.v1,id1.1.1,/,,,,,,,,,
2510,Influenza virus A H1 2009 pandemic RNA [Presence] in Specimen by Molecular genetics method,Active,104727-3,Influenza virus A H1 2009 pandemic RNA PrThr Pt Ord Molgen,Active,Lab Test,False,s2-EHR-Info_node.InfluenzavirusAH12009pandemicRNAPrThrPtXXXOrdMolgenLabObs.v1,id1.1.1,/,,,,,,,,,
2511,Influenza virus A H1 RNA [Presence] in Specimen,Active,105076-4,Influenza virus A H1 RNA PrThr Pt Ord,Active,Lab Test,False,s2-EHR-Info_node.InfluenzavirusAH1RNAPrThrPtXXXOrdLabObs.v1,id1.1.1,/,,,,,,,,,
2512,Influenza virus A H3 RNA [Presence] in Specimen by Molecular genetics method,Active,104730-7,Influenza virus A H3 RNA PrThr Pt Ord Molgen,Active,Lab Test,False,s2-EHR-Info_node.InfluenzavirusAH3RNAPrThrPtXXXOrdMolgenLabObs.v1,id1.1.1,/,,,,,,,,,
2513,Influenza virus A RNA [Presence] in Specimen,Active,105075-6,Influenza virus A RNA PrThr Pt Ord,Active,Lab Test,False,s2-EHR-Info_node.InfluenzavirusARNAPrThrPtXXXOrdLabObs.v1,id1.1.1,/,,,,,,,,,
2514,Influenza virus B Ag PrThr Pt Ord,Active,31864-2,Influenza virus B Ag PrThr Pt Ord,Active,Lab Test,False,s2-EHR-Info_node.InfluenzavirusBAgPrThrPtXXXOrdLabObs.v1,id1.1.1,/,,,,,,,,,
2515,Influenza virus B RNA [Presence] in Specimen by Molecular genetics method,Active,104735-6,Influenza virus B RNA PrThr Pt Ord Molgen,Active,Lab Test,False,s2-EHR-Info_node.InfluenzavirusBRNAPrThrPtXXXOrdMolgenLabObs.v1,id1.1.1,/,,,,,,,,,
2516,Inhibin A Ser/Plas MCnc Pt Qn,Active,23883-2,Inhibin A Ser/Plas MCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.InhibinAMCncPtSerQnLabObs.v1,id1.1.1,/,,,,,,,,,
2517,Insulin Ser/Plas ACnc Pt Qn,Active,20448-7,Insulin Ser/Plas ACnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.InsulinACncPtSerPlasQnLabObs.v1,id1.1.1,/,,,,,,,,,
2518,Insulin dependent diabetes mellitus Patient PrThr Pt Ord,Active,44877-9,Insulin dependent diabetes mellitus Patient PrThr Pt Ord,Active,Lab Test,False,s2-EHR-Info_node.InsulinDependentDiabetesMellitusACncPtPatientOrdLabObs.v1,id1.1.1,/,,,,,,,,,
2519,Insulin Ser/Plas MCnc Pt Qn,Active,3695-4,Insulin Ser/Plas MCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.InsulinMCncPtSerPlasQnLabObs.v1,id1.1.1,/,,,,,,,,,
2520,Insulin-like growth factor-I Ser/Plas MCnc Pt Qn,Active,2484-4,Insulin-like growth factor-I Ser/Plas MCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.InsulinMinusLikeGrowthFactorMinusIMCncPtSerPlasQnLabObs.v1,id1.1.1,/,,,,,,,,,
2521,Interleukin 6 Ser/Plas MCnc Pt Qn,Active,26881-3,Interleukin 6 Ser/Plas MCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.Interleukin6MCncPtSerPlasQnLabObs.v1,id1.1.1,/,,,,,,,,,
2522,Jo-1 extractable nuclear Ab Ser PrThr Pt Ord,Active,8076-2,Jo-1 extractable nuclear Ab Ser PrThr Pt Ord,Active,Lab Test,False,s2-EHR-Info_node.Jo1extractablenuclearAbPrThrPtSerOrdLabObs.v1,id1.1.1,/,,,,,,,,,
2523,Juglans spp Ab.IgE Ser ACnc Pt Qn,Active,6273-7,Juglans spp Ab.IgE Ser ACnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.JuglansSppAbIgEACncPtSerQnLabObs.v1,id1.1.1,/,,,,,,,,,
2524,Lactate dehydrogenase Body fld CCnc Pt Qn,Active,2529-6,Lactate dehydrogenase Body fld CCnc Pt Qn,Retired,Lab Test,False,s2-EHR-Info_node.LactateDehydrogenaseCCncPtBodyFldQnLabObs.v1,id1.1.1,/,,,,,,,,,
2525,Lactate dehydrogenase Ser/Plas CCnc Pt Qn,Active,2532-0,Lactate dehydrogenase Ser/Plas CCnc Pt Qn,Retired,Lab Test,False,s2-EHR-Info_node.LactateDehydrogenaseCCncPtSerPlasQnLabObs.v1,id1.1.1,/,,,,,,,,,
2526,Lactate Ser/Plas MCnc Pt Qn,Active,14118-4,Lactate Ser/Plas MCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.LactateMCncPtSerPlasQnLabObs.v1,id1.1.1,/,,,,,,,,,
2527,Lactate BldA SCnc Pt Qn,Active,2518-9,Lactate BldA SCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.LactateSCncPtBldAQnLabObs.v1,id1.1.1,/,,,,,,,,,
2528,Lactate Bld SCnc Pt Qn,Active,32693-4,Lactate Bld SCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.LactateSCncPtBldQnLabObs.v1,id1.1.1,/,,,,,,,,,
2529,Lactate BldV SCnc Pt Qn,Active,2519-7,Lactate BldV SCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.LactateSCncPtBldVQnLabObs.v1,id1.1.1,/,,,,,,,,,
2530,Lactate PlasV SCnc Pt Qn,Active,32133-1,Lactate PlasV SCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.LactateSCncPtPlasVQnLabObs.v1,id1.1.1,/,,,,,,,,,
2531,Lactate Ser/Plas SCnc Pt Qn,Active,2524-7,Lactate Ser/Plas SCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.LactateSCncPtSerPlasQnLabObs.v1,id1.1.1,/,,,,,,,,,
2532,LamoTRIgine Ser/Plas MCnc Pt Qn,Active,6948-4,LamoTRIgine Ser/Plas MCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.LamotrigineMCncPtSerPlasQnLabObs.v1,id1.1.1,/,,,,,,,,,
2533,Language Mode,Active,91878-9,Mode of communication Event Type Pt Nom,Active,General,False,s2-EHR-Info_node.language.v2,id5,/items[id4]/items[id5],,,,,,,,,
2534,Language Proficiency,Active,7c65c8ec-b0b1-ef11-8872-6045bdc71c8b,Language proficiency,Active,General,False,s2-EHR-Info_node.language.v2,id6,/items[id4]/items[id6],,,,,,,,,
2535,Preferred,Active,7e104b40-b1b1-ef11-8872-6045bdc71c8b,Preferred indicator,Active,General,False,s2-EHR-Info_node.language.v2,id7,/items[id7],,,,,,,,,
2536,Lead Bld MCnc Pt Qn,Active,5671-3,Lead Bld MCnc Pt Qn,Retired,Lab Test,False,s2-EHR-Info_node.LeadMCncPtBldQnLabObs.v1,id1.1.1,/,,,,,,,,,
2537,Legionella pneumophila 1 Ag [Presence] in Specimen,Active,105074-9,Legionella pneumophila 1 Ag PrThr Pt Ord,Active,Lab Test,False,s2-EHR-Info_node.Legionellapneumophila1AgPrThrPtXXXOrdLabObs.v1,id1.1.1,/,,,,,,,,,
2538,Legionella pneumophila Ag Urine PrThr Pt Ord,Active,31870-9,Legionella pneumophila Ag Urine PrThr Pt Ord,Active,Lab Test,False,s2-EHR-Info_node.LegionellapneumophilaAgPrThrPtUrineOrdLabObs.v1,id1.1.1,/,,,,,,,,,
2539,WBC casts [#/area] in Urine sediment,Active,88976-6,Leukocyte casts Urine sed Naric Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.LeukocytecastsNaricPtUrinesedQnLabObs.v1,id1.1.1,/,,,,,,,,,
2540,Leukocyte clumps [#/volume] in Urine,Active,105102-8,Leukocyte clumps Urine NCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.LeukocyteclumpsNCncPtUrineQnLabObs.v1,id1.1.1,/,,,,,,,,,
2541,Leukocytes corrected for nucleated erythrocytes Bld NCnc Pt Qn,Active,12227-5,Leukocytes corrected for nucleated erythrocytes Bld NCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.LeukocytescorrectedfornucleatederythrocytesNCncPtBldQnLabObs.v1,id1.1.1,/,,,,,,,,,
2542,Leukocytes [#/area] in Urine sediment,Active,105104-4,Leukocytes Urine sed Naric Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.LeukocytesNaricPtUrinesedQnLabObs.v1,id1.1.1,/,,,,,,,,,
2543,Leukocytes Body fld NCnc Pt Qn,Active,26466-3,Leukocytes Body fld NCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.LeukocytesNCncPtBodyfldQnLabObs.v1,id1.1.1,/,,,,,,,,,
2544,Leukocytes CSF NCnc Pt Qn,Active,26465-5,Leukocytes CSF NCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.LeukocytesNCncPtCSFQnLabObs.v1,id1.1.1,/,,,,,,,,,
2545,Leukocytes Urine NCnc Pt Qn,Active,30405-5,Leukocytes Urine NCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.LeukocytesNCncPtUrineQnLabObs.v1,id1.1.1,/,,,,,,,,,
2546,Leukocytes other/100 leukocytes Bld NFr Pt Qn,Active,26471-3,Leukocytes other/Leukocytes Bld NFr Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.Leukocytesother100leukocytesNFrPtBldQnLabObs.v1,id1.1.1,/,,,,,,,,,
2547,Leukocytes other Bld NCnc Pt Qn,Active,30406-3,Leukocytes other Bld NCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.LeukocytesotherNCncPtBldQnLabObs.v1,id1.1.1,/,,,,,,,,,
2548,Leukocytes+Platelets Bld Morph Pt Nom,Active,48705-8,Leukocytes+Platelets Bld Morph Pt Nom,Active,Lab Test,False,s2-EHR-Info_node.LeukocytesPlateletsMorphPtBldNomLabObs.v1,id1.1.1,/,,,,,,,,,
2549,Leukocytes [Presence] in Urine sediment,Active,105105-1,Leukocytes Urine sed PrThr Pt Ord,Active,Lab Test,False,s2-EHR-Info_node.LeukocytesPrThrPtUrinesedOrdLabObs.v1,id1.1.1,/,,,,,,,,,
2550,LevETIRAcetam Ser/Plas MCnc Pt Qn,Active,30471-7,LevETIRAcetam Ser/Plas MCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.LevETIRAcetamMCncPtSerPlasQnLabObs.v1,id1.1.1,/,,,,,,,,,
2551,Lipoprotein.beta.subparticle Ser/Plas Type Pt Nom,Active,35505-7,Lipoprotein.beta.subparticle Ser/Plas Type Pt Nom,Active,Lab Test,False,s2-EHR-Info_node.LipoproteinbetasubparticleTypePtSerPlasNomLabObs.v1,id1.1.1,/,,,,,,,,,
2552,Lithium Ser/Plas MCnc Pt Qn,Active,3719-2,Lithium Ser/Plas MCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.LithiumMCncPtSerPlasQnLabObs.v1,id1.1.1,/,,,,,,,,,
2553,Lithium Ser/Plas SCnc Pt Qn,Active,14334-7,Lithium Ser/Plas SCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.LithiumSCncPtSerPlasQnLabObs.v1,id1.1.1,/,,,,,,,,,
2554,LORazepam Urine MCnc Pt Qn,Active,3725-9,LORazepam Urine MCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.LORazepamMCncPtUrineQnLabObs.v1,id1.1.1,/,,,,,,,,,
2555,Lutropin Ser/Plas ACnc Pt Qn,Active,10501-5,Lutropin Ser/Plas ACnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.LutropinACncPtSerPlasQnLabObs.v1,id1.1.1,/,,,,,,,,,
2556,Lymphocytes/100 leukocytes Bld NFr Pt Qn,Active,26478-8,Lymphocytes/Leukocytes Bld NFr Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.Lymphocytes100leukocytesNFrPtBldQnLabObs.v1,id1.1.1,/,,,,,,,,,
2557,Lymphocytes/100 leukocytes Body fld NFr Pt Qn,Active,11031-2,Lymphocytes/Leukocytes Body fld NFr Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.Lymphocytes100leukocytesNFrPtBodyfldQnLabObs.v1,id1.1.1,/,,,,,,,,,
2558,Lymphocytes/100 leukocytes CSF NFr Pt Qn,Active,26479-6,Lymphocytes/Leukocytes CSF NFr Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.Lymphocytes100leukocytesNFrPtCSFQnLabObs.v1,id1.1.1,/,,,,,,,,,
2559,Lymphocytes Bld NCnc Pt Qn,Active,26474-7,Lymphocytes Bld NCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.LymphocytesNCncPtBldQnLabObs.v1,id1.1.1,/,,,,,,,,,
2560,Lymphocytes.variant/100 leukocytes Bld NFr Pt Qn,Active,13046-8,Lymphocytes.variant/Leukocytes Bld NFr Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.Lymphocytesvariant100leukocytesNFrPtBldQnLabObs.v1,id1.1.1,/,,,,,,,,,
2561,Lymphocytes.variant Bld NCnc Pt Qn,Active,26477-0,Lymphocytes.variant Bld NCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.LymphocytesvariantNCncPtBldQnLabObs.v1,id1.1.1,/,,,,,,,,,
2562,Variant lymphocytes [Presence] in Blood,Active,104802-4,Lymphocytes.variant Bld PrThr Pt Ord,Active,Lab Test,False,s2-EHR-Info_node.LymphocytesvariantPrThrPtBldOrdLabObs.v1,id1.1.1,/,,,,,,,,,
2563,Macroamylase/Amylase.total Ser/Plas CFr Pt Qn,Active,26011-7,Macroamylase/Amylase.total Ser/Plas CFr Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.MacroamylaseAmylasetotalCFrPtSerPlasQnLabObs.v1,id1.1.1,/,,,,,,,,,
2564,Macrocytes Bld PrThr Pt Ord,Active,30424-6,Macrocytes Bld PrThr Pt Ord,Active,Lab Test,False,s2-EHR-Info_node.MacrocytesPrThrPtBldOrdLabObs.v1,id1.1.1,/,,,,,,,,,
2565,Magnesium Ser/Plas MCnc Pt Qn,Active,19123-9,Magnesium Ser/Plas MCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.MagnesiumMCncPtSerPlasQnLabObs.v1,id1.1.1,/,,,,,,,,,
2566,Major crossmatch Ser/Plas Imp Pt Nom,Active,1250-0,Major crossmatch Ser/Plas Imp Pt Nom,Active,Lab Test,False,s2-EHR-Info_node.MajorCrossmatchImpPtSerPlasNomLabObs.v1,id1.1.1,/,,,,,,,,,
2567,Manual differential performed Bld PrThr Pt Ord,Active,50957-0,Manual differential performed Bld PrThr Pt Ord,Active,Lab Test,False,s2-EHR-Info_node.ManualdifferentialperformedPrThrPtBldOrdLabObs.v1,id1.1.1,/,,,,,,,,,
2568,Measles virus Ab.IgG Ser ACnc Pt Qn,Active,7962-4,Measles virus Ab.IgG Ser ACnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.MeaslesvirusAbIgGACncPtSerQnLabObs.v1,id1.1.1,/,,,,,,,,,
2569,Measles virus Ab.IgG Ser PrThr Pt Ord,Active,20479-2,Measles virus Ab.IgG Ser PrThr Pt Ord,Active,Lab Test,False,s2-EHR-Info_node.MeaslesvirusAbIgGPrThrPtSerOrdLabObs.v1,id1.1.1,/,,,,,,,,,
2570,Megasphaera sp type 1 DNA [Presence] in Specimen,Active,105073-1,Megasphaera sp type 1 DNA PrThr Pt Ord,Active,Lab Test,False,s2-EHR-Info_node.Megasphaerasptype1DNAPrThrPtXXXOrdLabObs.v1,id1.1.1,/,,,,,,,,,
2571,Meperidine Urine MCnc Pt Qn,Active,3747-3,Meperidine Urine MCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.MeperidineMCncPtUrineQnLabObs.v1,id1.1.1,/,,,,,,,,,
2572,Meprobamate Urine MCnc Pt Qn,Active,3755-6,Meprobamate Urine MCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.MeprobamateMCncPtUrineQnLabObs.v1,id1.1.1,/,,,,,,,,,
2573,Mesothelial cells/100 leukocytes Body fld NFr Pt Qn,Active,28544-5,Mesothelial cells/Leukocytes Body fld NFr Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.Mesothelialcells100leukocytesNFrPtBodyfldQnLabObs.v1,id1.1.1,/,,,,,,,,,
2574,Metamyelocytes/100 leukocytes Bld NFr Pt Qn,Active,28541-1,Metamyelocytes/Leukocytes Bld NFr Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.Metamyelocytes100leukocytesNFrPtBldQnLabObs.v1,id1.1.1,/,,,,,,,,,
2575,Metamyelocytes Bld NCnc Pt Qn,Active,30433-7,Metamyelocytes Bld NCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.MetamyelocytesNCncPtBldQnLabObs.v1,id1.1.1,/,,,,,,,,,
2576,Metamyelocytes Bld NCnc Pt Qn Manual count,Active,739-3,Metamyelocytes Bld NCnc Pt Qn Manual count,Active,Lab Test,False,s2-EHR-Info_node.MetamyelocytesNCncPtBldQnManualCountLabObs.v1,id1.1.1,/,,,,,,,,,
2577,Metamyelocytes Bld PrThr Pt Ord,Active,40651-2,Metamyelocytes Bld PrThr Pt Ord,Active,Lab Test,False,s2-EHR-Info_node.MetamyelocytesPrThrPtBldOrdLabObs.v1,id1.1.1,/,,,,,,,,,
2578,Methadone Ser/Plas MCnc Pt Qn,Active,3772-1,Methadone Ser/Plas MCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.MethadoneMCncPtSerPlasQnLabObs.v1,id1.1.1,/,,,,,,,,,
2579,Methadone Urine MCnc Pt Qn,Active,3774-7,Methadone Urine MCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.MethadoneMCncPtUrineQnLabObs.v1,id1.1.1,/,,,,,,,,,
2580,Methadone Urine PrThr Pt Ord,Active,3773-9,Methadone Urine PrThr Pt Ord,Active,Lab Test,False,s2-EHR-Info_node.MethadonePrThrPtUrineOrdLabObs.v1,id1.1.1,/,,,,,,,,,
2581,Methamphetamine Urine MCnc Pt Qn,Active,3780-4,Methamphetamine Urine MCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.MethamphetamineMCncPtUrineQnLabObs.v1,id1.1.1,/,,,,,,,,,
2582,Methemoglobin/Hemoglobin.total BldA MFr Pt Qn,Active,2615-3,Methemoglobin/Hemoglobin.total BldA MFr Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.MethemoglobinHemoglobinTotalMFrPtBldAQnLabObs.v1,id1.1.1,/,,,,,,,,,
2583,Methemoglobin/Hemoglobin.total Bld MFr Pt Qn,Active,2614-6,Methemoglobin/Hemoglobin.total Bld MFr Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.MethemoglobinHemoglobintotalMFrPtBldQnLabObs.v1,id1.1.1,/,,,,,,,,,
2584,Methemoglobin/Hemoglobin.total BldV MFr Pt Qn,Active,2617-9,Methemoglobin/Hemoglobin.total BldV MFr Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.MethemoglobinHemoglobinTotalMFrPtBldVQnLabObs.v1,id1.1.1,/,,,,,,,,,
2585,Methotrexate Ser/Plas SCnc Pt Qn,Active,14836-1,Methotrexate Ser/Plas SCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.MethotrexateSCncPtSerPlasQnLabObs.v1,id1.1.1,/,,,,,,,,,
2586,Methylenedioxyamphetamine Urine MCnc Pt Qn,Active,18355-8,Methylenedioxyamphetamine Urine MCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.MethylenedioxyamphetamineMCncPtUrineQnLabObs.v1,id1.1.1,/,,,,,,,,,
2587,Methylenedioxyethylamphetamine Urine MCnc Pt Qn,Active,27085-0,Methylenedioxyethylamphetamine Urine MCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.MethylenedioxyethylamphetamineMCncPtUrineQnLabObs.v1,id1.1.1,/,,,,,,,,,
2588,Methylenedioxymethamphetamine Urine MCnc Pt Qn,Active,19570-1,Methylenedioxymethamphetamine Urine MCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.MethylenedioxymethamphetamineMCncPtUrineQnLabObs.v1,id1.1.1,/,,,,,,,,,
2589,Methylenedioxymethamphetamine Ser/Plas PrThr Pt Ord,Active,40493-9,Methylenedioxymethamphetamine Ser/Plas PrThr Pt Ord,Active,Lab Test,False,s2-EHR-Info_node.MethylenedioxymethamphetaminePrThrPtSerPlasOrdLabObs.v1,id1.1.1,/,,,,,,,,,
2590,Methylmalonate Ser/Plas SCnc Pt Qn,Active,13964-2,Methylmalonate Ser/Plas SCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.MethylmalonateSCncPtSerPlasQnLabObs.v1,id1.1.1,/,,,,,,,,,
2591,Microcytes Bld PrThr Pt Ord,Active,30434-5,Microcytes Bld PrThr Pt Ord,Active,Lab Test,False,s2-EHR-Info_node.MicrocytesPrThrPtBldOrdLabObs.v1,id1.1.1,/,,,,,,,,,
2592,Microorganism or agent identified Prid Pt Nom,Active,41852-5,Microorganism or agent Prid Pt Nom,Active,Lab Test,False,s2-EHR-Info_node.MicroorganismidentifiedPridPtXXXNomLabObs.v1,id1.1.1,/,,,,,,,,,
2593,Microscopic observation [Identifier] in Specimen,Active,105059-0,Observation Prid Pt Nom,Active,Lab Test,False,s2-EHR-Info_node.MicroscopicobservationPridPtXXXNomLabObs.v1,id1.1.1,/,,,,,,,,,
2594,Midazolam Urine MCnc Pt Qn,Active,19588-3,Midazolam Urine MCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.MidazolamMCncPtUrineQnLabObs.v1,id1.1.1,/,,,,,,,,,
2595,Minor crossmatch RBC Imp Pt Nom,Active,1255-9,Minor crossmatch RBC Imp Pt Nom,Active,Lab Test,False,s2-EHR-Info_node.MinorcrossmatchImpPtRBCNomLabObs.v1,id1.1.1,/,,,,,,,,,
2596,Mitogen stimulated gamma interferon corrected for background Bld ACnc Pt Qn,Active,71774-4,Mitogen stimulated gamma interferon corrected for background Bld ACnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.MitogenstimulatedgammainterferoncorrectedforbackgroundACncPtBldQnLabObs.v1,id1.1.1,/,,,,,,,,,
2597,Monocytes/100 leukocytes Bld NFr Pt Qn,Active,26485-3,Monocytes/Leukocytes Bld NFr Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.Monocytes100leukocytesNFrPtBldQnLabObs.v1,id1.1.1,/,,,,,,,,,
2598,Monocytes/100 leukocytes Body fld NFr Pt Qn,Active,26487-9,Monocytes/Leukocytes Body fld NFr Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.Monocytes100leukocytesNFrPtBodyfldQnLabObs.v1,id1.1.1,/,,,,,,,,,
2599,Monocytes+Macrophages/100 leukocytes Body fld NFr Pt Qn,Active,30437-8,Monocytes+Macrophages/Leukocytes Body fld NFr Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.MonocytesMacrophages100leukocytesNFrPtBodyfldQnLabObs.v1,id1.1.1,/,,,,,,,,,
2600,Monocytes+Macrophages/100 leukocytes CSF NFr Pt Qn,Active,30436-0,Monocytes+Macrophages/Leukocytes CSF NFr Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.MonocytesMacrophages100leukocytesNFrPtCSFQnLabObs.v1,id1.1.1,/,,,,,,,,,
2601,Monocytes Bld NCnc Pt Qn,Active,26484-6,Monocytes Bld NCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.MonocytesNCncPtBldQnLabObs.v1,id1.1.1,/,,,,,,,,,
2602,Monocytes Body fld NCnc Pt Qn,Active,35076-9,Monocytes Body fld NCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.MonocytesNCncPtBodyfldQnLabObs.v1,id1.1.1,/,,,,,,,,,
2603,Morphine Urine MCnc Pt Qn,Active,3831-5,Morphine Urine MCnc Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.MorphineMCncPtUrineQnLabObs.v1,id1.1.1,/,,,,,,,,,
2604,Mucus [#/area] in Urine sediment,Active,105106-9,Mucus Urine sed Naric Pt Qn,Active,Lab Test,False,s2-EHR-Info_node.MucusNaricPtUrinesedQnLabObs.v1,id1.1.1,/,,,,,,,,,
2605,Mucus [Presence] in Urine sediment,Active,88979-0,Mucus Urine sed PrThr Pt Ord,Active,Lab Test,False,s2-EHR-Info_node.MucusPrThrPtUrinesedOrdLabObs.v1,id1.1.1,/,,,,,,,,,
